"Town","FIPS","Year","Occupancy Status","Measure Type","Variable","Value"
"Greenwich","0900133620","2008-2012","Vacant","Percent","Margins of Error",1.4
"Greenwich","0900133620","2008-2012","Occupied","Number","Housing Units",22209
"Greenwich","0900133620","2008-2012","Occupied","Number","Margins of Error",345
"Greenwich","0900133620","2008-2012","Occupied","Percent","Housing Units",91.87
"Greenwich","0900133620","2008-2012","Occupied","Percent","Margins of Error",2.26
"Greenwich","0900133620","2009-2013","Total","Number","Housing Units",23985
"Greenwich","0900133620","2009-2013","Total","Number","Margins of Error",507
"Greenwich","0900133620","2009-2013","Vacant","Number","Housing Units",1917
"Greenwich","0900133620","2009-2013","Vacant","Number","Margins of Error",331
"Greenwich","0900133620","2009-2013","Vacant","Percent","Housing Units",7.99
"Greenwich","0900133620","2009-2013","Vacant","Percent","Margins of Error",1.39
"Greenwich","0900133620","2009-2013","Occupied","Number","Housing Units",22068
"Greenwich","0900133620","2009-2013","Occupied","Number","Margins of Error",398
"Greenwich","0900133620","2009-2013","Occupied","Percent","Housing Units",92.01
"Greenwich","0900133620","2009-2013","Occupied","Percent","Margins of Error",2.56
"Greenwich","0900133620","2010-2014","Total","Number","Housing Units",24027
"Greenwich","0900133620","2010-2014","Total","Number","Margins of Error",466
"Greenwich","0900133620","2010-2014","Vacant","Number","Housing Units",2033
"Greenwich","0900133620","2010-2014","Vacant","Number","Margins of Error",334
"Greenwich","0900133620","2010-2014","Vacant","Percent","Housing Units",8.46
"Greenwich","0900133620","2010-2014","Vacant","Percent","Margins of Error",1.4
"Greenwich","0900133620","2010-2014","Occupied","Number","Housing Units",21994
"Greenwich","0900133620","2010-2014","Occupied","Number","Margins of Error",390
"Greenwich","0900133620","2010-2014","Occupied","Percent","Housing Units",91.54
"Greenwich","0900133620","2010-2014","Occupied","Percent","Margins of Error",2.41
"Greenwich","0900133620","2011-2015","Total","Number","Housing Units",24242
"Greenwich","0900133620","2011-2015","Total","Number","Margins of Error",535
"Greenwich","0900133620","2011-2015","Vacant","Number","Housing Units",2159
"Greenwich","0900133620","2011-2015","Vacant","Number","Margins of Error",363
"Greenwich","0900133620","2011-2015","Vacant","Percent","Housing Units",8.91
"Greenwich","0900133620","2011-2015","Vacant","Percent","Margins of Error",1.51
"Greenwich","0900133620","2011-2015","Occupied","Number","Housing Units",22083
"Greenwich","0900133620","2011-2015","Occupied","Number","Margins of Error",432
"Greenwich","0900133620","2011-2015","Occupied","Percent","Housing Units",91.09
"Greenwich","0900133620","2011-2015","Occupied","Percent","Margins of Error",2.69
"Greenwich","0900133620","2012-2016","Total","Number","Housing Units",24373
"Greenwich","0900133620","2012-2016","Total","Number","Margins of Error",482
"Greenwich","0900133620","2012-2016","Vacant","Number","Housing Units",2260
"Greenwich","0900133620","2012-2016","Vacant","Number","Margins of Error",319
"Greenwich","0900133620","2012-2016","Vacant","Percent","Housing Units",9.27
"Greenwich","0900133620","2012-2016","Vacant","Percent","Margins of Error",1.32
"Greenwich","0900133620","2012-2016","Occupied","Number","Housing Units",22113
"Greenwich","0900133620","2012-2016","Occupied","Number","Margins of Error",449
"Greenwich","0900133620","2012-2016","Occupied","Percent","Housing Units",90.73
"Greenwich","0900133620","2012-2016","Occupied","Percent","Margins of Error",2.57
"Greenwich","0900133620","2013-2017","Total","Number","Housing Units",24617
"Greenwich","0900133620","2013-2017","Total","Number","Margins of Error",481
"Greenwich","0900133620","2013-2017","Vacant","Number","Housing Units",2333
"Greenwich","0900133620","2013-2017","Vacant","Number","Margins of Error",353
"Greenwich","0900133620","2013-2017","Vacant","Percent","Housing Units",9.48
"Greenwich","0900133620","2013-2017","Vacant","Percent","Margins of Error",1.45
"Greenwich","0900133620","2013-2017","Occupied","Number","Housing Units",22284
"Greenwich","0900133620","2013-2017","Occupied","Number","Margins of Error",485
"Greenwich","0900133620","2013-2017","Occupied","Percent","Housing Units",90.52
"Greenwich","0900133620","2013-2017","Occupied","Percent","Margins of Error",2.65
"Greenwich","0900133620","2014-2018","Total","Number","Housing Units",24234
"Greenwich","0900133620","2014-2018","Total","Number","Margins of Error",413
"Greenwich","0900133620","2014-2018","Vacant","Number","Housing Units",1983
"Greenwich","0900133620","2014-2018","Vacant","Number","Margins of Error",293
"Greenwich","0900133620","2014-2018","Vacant","Percent","Housing Units",8.18
"Greenwich","0900133620","2014-2018","Vacant","Percent","Margins of Error",1.22
"Greenwich","0900133620","2014-2018","Occupied","Number","Housing Units",22251
"Greenwich","0900133620","2014-2018","Occupied","Number","Margins of Error",380
"Greenwich","0900133620","2014-2018","Occupied","Percent","Housing Units",91.82
"Greenwich","0900133620","2014-2018","Occupied","Percent","Margins of Error",2.22
"Griswold","0901133900","2006-2010","Total","Number","Housing Units",5474
"Griswold","0901133900","2006-2010","Total","Number","Margins of Error",315
"Griswold","0901133900","2006-2010","Vacant","Number","Housing Units",573
"Griswold","0901133900","2006-2010","Vacant","Number","Margins of Error",209
"Griswold","0901133900","2006-2010","Vacant","Percent","Housing Units",10.47
"Griswold","0901133900","2006-2010","Vacant","Percent","Margins of Error",3.87
"Griswold","0901133900","2006-2010","Occupied","Number","Housing Units",4901
"Griswold","0901133900","2006-2010","Occupied","Number","Margins of Error",275
"Griswold","0901133900","2006-2010","Occupied","Percent","Housing Units",89.53
"Griswold","0901133900","2006-2010","Occupied","Percent","Margins of Error",7.2
"Griswold","0901133900","2007-2011","Total","Number","Housing Units",5451
"Griswold","0901133900","2007-2011","Total","Number","Margins of Error",316
"Griswold","0901133900","2007-2011","Vacant","Number","Housing Units",581
"Griswold","0901133900","2007-2011","Vacant","Number","Margins of Error",218
"Griswold","0901133900","2007-2011","Vacant","Percent","Housing Units",10.66
"Griswold","0901133900","2007-2011","Vacant","Percent","Margins of Error",4.05
"Griswold","0901133900","2007-2011","Occupied","Number","Housing Units",4870
"Griswold","0901133900","2007-2011","Occupied","Number","Margins of Error",245
"Griswold","0901133900","2007-2011","Occupied","Percent","Housing Units",89.34
"Griswold","0901133900","2007-2011","Occupied","Percent","Margins of Error",6.86
"Griswold","0901133900","2008-2012","Total","Number","Housing Units",5221
"Griswold","0901133900","2008-2012","Total","Number","Margins of Error",320
"Griswold","0901133900","2008-2012","Vacant","Number","Housing Units",496
"Griswold","0901133900","2008-2012","Vacant","Number","Margins of Error",193
"Griswold","0901133900","2008-2012","Vacant","Percent","Housing Units",9.5
"Griswold","0901133900","2008-2012","Vacant","Percent","Margins of Error",3.74
"Griswold","0901133900","2008-2012","Occupied","Number","Housing Units",4725
"Griswold","0901133900","2008-2012","Occupied","Number","Margins of Error",245
"Griswold","0901133900","2008-2012","Occupied","Percent","Housing Units",90.5
"Griswold","0901133900","2008-2012","Occupied","Percent","Margins of Error",7.27
"Griswold","0901133900","2009-2013","Total","Number","Housing Units",5154
"Griswold","0901133900","2009-2013","Total","Number","Margins of Error",348
"Griswold","0901133900","2009-2013","Vacant","Number","Housing Units",455
"Griswold","0901133900","2009-2013","Vacant","Number","Margins of Error",188
"Griswold","0901133900","2009-2013","Vacant","Percent","Housing Units",8.83
"Griswold","0901133900","2009-2013","Vacant","Percent","Margins of Error",3.7
"Griswold","0901133900","2009-2013","Occupied","Number","Housing Units",4699
"Griswold","0901133900","2009-2013","Occupied","Number","Margins of Error",288
"Griswold","0901133900","2009-2013","Occupied","Percent","Housing Units",91.17
"Griswold","0901133900","2009-2013","Occupied","Percent","Margins of Error",8.31
"Griswold","0901133900","2010-2014","Total","Number","Housing Units",4929
"Griswold","0901133900","2010-2014","Total","Number","Margins of Error",282
"Griswold","0901133900","2010-2014","Vacant","Number","Housing Units",525
"Griswold","0901133900","2010-2014","Vacant","Number","Margins of Error",198
"Griswold","0901133900","2010-2014","Vacant","Percent","Housing Units",10.65
"Griswold","0901133900","2010-2014","Vacant","Percent","Margins of Error",4.06
"Griswold","0901133900","2010-2014","Occupied","Number","Housing Units",4404
"Griswold","0901133900","2010-2014","Occupied","Number","Margins of Error",267
"Griswold","0901133900","2010-2014","Occupied","Percent","Housing Units",89.35
"Griswold","0901133900","2010-2014","Occupied","Percent","Margins of Error",7.45
"Griswold","0901133900","2011-2015","Total","Number","Housing Units",4936
"Griswold","0901133900","2011-2015","Total","Number","Margins of Error",305
"Griswold","0901133900","2011-2015","Vacant","Number","Housing Units",449
"Griswold","0901133900","2011-2015","Vacant","Number","Margins of Error",196
"Griswold","0901133900","2011-2015","Vacant","Percent","Housing Units",9.1
"Griswold","0901133900","2011-2015","Vacant","Percent","Margins of Error",4.01
"Griswold","0901133900","2011-2015","Occupied","Number","Housing Units",4487
"Griswold","0901133900","2011-2015","Occupied","Number","Margins of Error",290
"Griswold","0901133900","2011-2015","Occupied","Percent","Housing Units",90.9
"Griswold","0901133900","2011-2015","Occupied","Percent","Margins of Error",8.13
"Griswold","0901133900","2012-2016","Total","Number","Housing Units",4856
"Griswold","0901133900","2012-2016","Total","Number","Margins of Error",307
"Griswold","0901133900","2012-2016","Vacant","Number","Housing Units",402
"Griswold","0901133900","2012-2016","Vacant","Number","Margins of Error",176
"Griswold","0901133900","2012-2016","Vacant","Percent","Housing Units",8.28
"Griswold","0901133900","2012-2016","Vacant","Percent","Margins of Error",3.66
"Griswold","0901133900","2012-2016","Occupied","Number","Housing Units",4454
"Griswold","0901133900","2012-2016","Occupied","Number","Margins of Error",259
"Griswold","0901133900","2012-2016","Occupied","Percent","Housing Units",91.72
"Griswold","0901133900","2012-2016","Occupied","Percent","Margins of Error",7.88
"Griswold","0901133900","2013-2017","Total","Number","Housing Units",4985
"Griswold","0901133900","2013-2017","Total","Number","Margins of Error",306
"Griswold","0901133900","2013-2017","Vacant","Number","Housing Units",528
"Griswold","0901133900","2013-2017","Vacant","Number","Margins of Error",217
"Griswold","0901133900","2013-2017","Vacant","Percent","Housing Units",10.59
"Griswold","0901133900","2013-2017","Vacant","Percent","Margins of Error",4.4
"Griswold","0901133900","2013-2017","Occupied","Number","Housing Units",4457
"Griswold","0901133900","2013-2017","Occupied","Number","Margins of Error",256
"Griswold","0901133900","2013-2017","Occupied","Percent","Housing Units",89.41
"Griswold","0901133900","2013-2017","Occupied","Percent","Margins of Error",7.52
"Griswold","0901133900","2014-2018","Total","Number","Housing Units",5118
"Griswold","0901133900","2014-2018","Total","Number","Margins of Error",246
"Griswold","0901133900","2014-2018","Vacant","Number","Housing Units",554
"Griswold","0901133900","2014-2018","Vacant","Number","Margins of Error",208
"Griswold","0901133900","2014-2018","Vacant","Percent","Housing Units",10.82
"Griswold","0901133900","2014-2018","Vacant","Percent","Margins of Error",4.1
"Griswold","0901133900","2014-2018","Occupied","Number","Housing Units",4564
"Griswold","0901133900","2014-2018","Occupied","Number","Margins of Error",222
"Griswold","0901133900","2014-2018","Occupied","Percent","Housing Units",89.18
"Griswold","0901133900","2014-2018","Occupied","Percent","Margins of Error",6.1
"Groton","0901134250","2006-2010","Total","Number","Housing Units",18127
"Groton","0901134250","2006-2010","Total","Number","Margins of Error",435
"Groton","0901134250","2006-2010","Vacant","Number","Housing Units",2172
"Groton","0901134250","2006-2010","Vacant","Number","Margins of Error",362
"Groton","0901134250","2006-2010","Vacant","Percent","Housing Units",11.98
"Groton","0901134250","2006-2010","Vacant","Percent","Margins of Error",2.02
"Groton","0901134250","2006-2010","Occupied","Number","Housing Units",15955
"Groton","0901134250","2006-2010","Occupied","Number","Margins of Error",348
"Groton","0901134250","2006-2010","Occupied","Percent","Housing Units",88.02
"Groton","0901134250","2006-2010","Occupied","Percent","Margins of Error",2.85
"Groton","0901134250","2007-2011","Total","Number","Housing Units",17803
"Groton","0901134250","2007-2011","Total","Number","Margins of Error",522
"Groton","0901134250","2007-2011","Vacant","Number","Housing Units",2112
"Groton","0901134250","2007-2011","Vacant","Number","Margins of Error",349
"Groton","0901134250","2007-2011","Vacant","Percent","Housing Units",11.86
"Groton","0901134250","2007-2011","Vacant","Percent","Margins of Error",1.99
"Groton","0901134250","2007-2011","Occupied","Number","Housing Units",15691
"Groton","0901134250","2007-2011","Occupied","Number","Margins of Error",393
"Groton","0901134250","2007-2011","Occupied","Percent","Housing Units",88.14
"Groton","0901134250","2007-2011","Occupied","Percent","Margins of Error",3.4
"Groton","0901134250","2008-2012","Total","Number","Housing Units",17828
"Groton","0901134250","2008-2012","Total","Number","Margins of Error",426
"Groton","0901134250","2008-2012","Vacant","Number","Housing Units",2159
"Groton","0901134250","2008-2012","Vacant","Number","Margins of Error",348
"Groton","0901134250","2008-2012","Vacant","Percent","Housing Units",12.11
"Groton","0901134250","2008-2012","Vacant","Percent","Margins of Error",1.97
"Groton","0901134250","2008-2012","Occupied","Number","Housing Units",15669
"Groton","0901134250","2008-2012","Occupied","Number","Margins of Error",371
